Instrution,Output
Asymptomatic bacteriuria ဆိုတာ ဘာလဲ? ဘယ်အခြေအနေတွေမှာ ကုသသင့်သလဲ?,Asymptomatic bacteriuria သည် လက္ခဏာမပြသော်လည်း ဆီးတွင် ဘက်တီးရီးယားများရှိနေခြင်းဖြစ်သည်။ ၎င်းကို ကိုယ်ဝန်ဆောင်အမျိုးသမီးများ၊ ဆီးလမ်းကြောင်းဆိုင်ရာ ခွဲစိတ်ကုသမှုမပြုလုပ်မီ၊ နှင့် အချို့သော ကိုယ်ခံအားနည်းသူလူနာများတွင်သာ ကုသလေ့ရှိသည်။
ဆီးလမ်းကြောင်းပိုးဝင်ခြင်းကြောင့် ဖြစ်ပေါ်နိုင်သော ဆက်စပ်ရောဂါများက ဘာတွေလဲ?,ဆီးလမ်းကြောင်းပိုးဝင်ခြင်းကြောင့် ဖြစ်ပေါ်နိုင်သော ပေါင်းကူးဆက်စပ်ရောဂါများတွင် ကျောက်ကပ်ပျက်စီးခြင်း၊ သွေးထဲသို့ပိုးဝင်ခြင်း (sepsis)၊ ထပ်ခါထပ်ခါဖြစ်ပွားသော ဆီးလမ်းကြောင်းပိုးဝင်ခြင်း၊ ကိုယ်ဝန်ဆောင်အမျိုးသမီးများတွင် ပေါင်ချိန်လျော့နည်းသော ကလေးမွေးဖွားခြင်းတို့ ပါဝင်သည်။
ကလေးများတွင် ဆီးလမ်းကြောင်းပိုးဝင်ခြင်း၏ ထူးခြားသော လက္ခဏာများက ဘာတွေလဲ?,ကလေးများတွင် ဆီးလမ်းကြောင်းပိုးဝင်ခြင်း၏ လက္ခဏာများတွင် ဖျားခြင်း၊ အိပ်ယာထဲဆီးစွတ်ခြင်း၊ ဝမ်းဗိုက်နာကျင်ခြင်း၊ အစားအသောက်ပျက်ခြင်း၊ ပျို့အန်ခြင်း၊ စိတ်ဆိုးလွယ်ခြင်းနှင့် ကြီးထွားဖွံ့ဖြိုးမှုနှေးကွေးခြင်းတို့ ပါဝင်နိုင်သည်။ အသက်ငယ်လေ လက္ခဏာများ ပိုမိုမသိသာလေဖြစ်သည်။

ဆေးရုံတွင်းကူးစက်ရောဂါဆိုတာ ဘာလဲ?,ဆေးရုံတွင်းကူးစက်ရောဂါသည် လူနာတစ်ဦးက ဆေးရုံသို့ရောက်ရှိလာပြီးနောက် ရရှိသောရောဂါပိုးကူးစက်မှုဖြစ်သည်။ ဤရောဂါပိုးများသည် ဆေးရုံပတ်ဝန်းကျင်တွင် ရှိနှင့်ပြီးဖြစ်သော်လည်း ရောက်ရှိလာသောလူနာတွင် မရှိသေးပါ။
ဆေးရုံတွင်းကူးစက်ရောဂါများ၏ အဖြစ်များဆုံး ပိုးမွှားများကို ဖော်ပြပါ,အဖြစ်အများဆုံး ဆေးရုံတွင်းကူးစက်ရောဂါပိုးများမှာ Staphylococcus aureus၊ Escherichia coli၊ Pseudomonas aeruginosa နှင့် Clostridium difficile တို့ဖြစ်သည်။
ဆေးရုံတွင်းကူးစက်ရောဂါများ ဖြစ်ပွားစေသော အကြောင်းရင်းများကို ဖော်ပြပါ,ဆေးရုံတွင်းကူးစက်ရောဂါများ ဖြစ်ပွားစေသော အကြောင်းရင်းများတွင် လက်သန့်ရှင်းရေး အားနည်းခြင်း၊ ပိုးသတ်ထားခြင်းမရှိသော ဆေးဘက်ဆိုင်ရာ ကိရိယာများ အသုံးပြုခြင်း၊ ပဋိဇီဝဆေးများ အလွန်အကျွံသုံးစွဲခြင်း နှင့် ရောဂါပိုးများကို သယ်ဆောင်နိုင်သော ဆေးရုံဝန်ထမ်းများ ပါဝင်သည်။
ဆေးရုံတွင်းကူးစက်ရောဂါများကို ကာကွယ်ရန် နည်းလမ်းများ ဖော်ပြပါ,ဆေးရုံတွင်းကူးစက်ရောဂါများကို ကာကွယ်ရန် နည်းလမ်းများတွင် လက်သန့်ရှင်းရေး လုပ်ဆောင်ခြင်း၊ ပိုးသတ်ထားသော ကိရိယာများ အသုံးပြုခြင်း၊ သီးခြားထားရှိရေး လုပ်ထုံးလုပ်နည်းများ လိုက်နာခြင်း၊ ပဋိဇီဝဆေးများကို သင့်လျော်စွာ သုံးစွဲခြင်း နှင့် ဆေးရုံသန့်ရှင်းရေးကို ပုံမှန်ပြုလုပ်ခြင်းတို့ ပါဝင်သည်။
Catheter-associated urinary tract infection (CAUTI) ဆိုတာ ဘာလဲ?,CAUTI သည် ဆီးအိမ်အတွင်း ပိုက်သွင်းထားသောကြောင့် ဖြစ်ပေါ်လာသော ဆီးလမ်းကြောင်းပိုးဝင်ခြင်းဖြစ်သည်။ ၎င်းသည် အဖြစ်အများဆုံး ဆေးရုံတွင်းကူးစက်ရောဂါတစ်ခုဖြစ်သည်။
Ventilator-associated pneumonia (VAP) အကြောင်း ရှင်းပြပါ,VAP သည် အသက်ရှူစက်တပ်ဆင်ထားသော လူနာများတွင် ဖြစ်ပွားသော အဆုတ်ရောင်ရောဂါဖြစ်သည်။ ၎င်းသည် ပိုးမွှားများ အဆုတ်အတွင်းသို့ ဝင်ရောက်ခြင်းကြောင့် ဖြစ်ပေါ်လာသည်။
ဆေးရုံတွင်းကူးစက်ရောဂါများကြောင့် ဖြစ်ပေါ်လာနိုင်သော နောက်ဆက်တွဲ ဆိုးကျိုးများကို ဖော်ပြပါ,ဆေးရုံတွင်းကူးစက်ရောဂါများကြောင့် ဖြစ်ပေါ်လာနိုင်သော နောက်ဆက်တွဲ ဆိုးကျိုးများတွင် ဆေးရုံတက်ရက် ကြာမြင့်ခြင်း၊ ကုသမှုစရိတ် မြင့်တက်ခြင်း၊ ရောဂါပိုမိုဆိုးရွားလာခြင်း၊ ပဋိဇီဝဆေးယဉ်ပါးမှု ဖြစ်ပေါ်ခြင်း နှင့် သေဆုံးနှုန်း မြင့်တက်ခြင်းတို့ ပါဝင်သည်။
Surgical site infection (SSI) ကို ဘယ်လို ကာကွယ်နိုင်သလဲ?,SSI ကို ကာကွယ်ရန် နည်းလမ်းများတွင် ခွဲစိတ်မှုမပြုမီ လူနာ၏အရေပြားကို သန့်စင်ခြင်း၊ ပဋိဇီဝဆေးများကို ကြိုတင်ပေးခြင်း၊ ခွဲစိတ်ခန်းအား ပိုးသတ်ထားခြင်း နှင့် ခွဲစိတ်ပြီးနောက် ဒဏ်ရာနေရာကို သင့်လျော်စွာ ပြုစုစောင့်ရှောက်ခြင်းတို့ ပါဝင်သည်။
